TOC_Event_Id,Location_ID,Sample_Date,TOC_pct,TOC_BDL,TN_pct,TN_BDL,Notes,Lab_methods,Lab,Certified_Date,Certified_By
73,GEWA_Hx01_01,8/26/2019,5.312,FALSE,0.524,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
74,GEWA_Hx02_06,8/26/2019,2.871,FALSE,0.423,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
75,GEWA_Hx03_06,8/26/2019,3.021,FALSE,0.390,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
76,GEWA_Hx04_06,8/26/2019,1.790,FALSE,0.180,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
77,GEWA_Hx05_06,8/26/2019,2.691,FALSE,0.368,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
78,GEWA_Hx06_01,8/26/2019,2.561,FALSE,0.309,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
79,GEWA_Hx07_06,8/26/2019,2.311,FALSE,0.325,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
80,GEWA_Hx08_06,8/26/2019,3.125,FALSE,0.382,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
81,GEWA_Hx09_06,8/26/2019,2.952,FALSE,0.363,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
82,GEWA_Hx10_06,8/26/2019,2.177,FALSE,0.293,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
83,GEWA_Hx11_06,8/26/2019,2.700,FALSE,0.309,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
84,GEWA_Hx12_06,8/26/2019,2.206,FALSE,0.209,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
85,GEWA_Hx13_01,8/26/2019,1.929,FALSE,0.257,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
86,GEWA_Hx14_06,8/26/2019,2.007,FALSE,0.221,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
87,GEWA_Hx15_06,8/26/2019,1.781,FALSE,0.266,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
88,GEWA_Hx16_07,8/26/2019,0.738,FALSE,0.054,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
89,GEWA_Hx17_06,8/26/2019,3.263,FALSE,0.373,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
90,GEWA_Hx18_01,8/26/2019,1.095,FALSE,0.113,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
91,GEWA_Hx19_06,8/26/2019,0.586,FALSE,0.053,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
92,GEWA_Hx20_06,8/26/2019,1.459,FALSE,0.183,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
93,GEWA_Hx21_06,8/26/2019,1.253,FALSE,0.135,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
94,GEWA_Hx22_06,8/26/2019,0.885,FALSE,0.089,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
95,GEWA_Hx23_01,8/26/2019,0.952,FALSE,0.109,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
96,GEWA_Hx24_06,8/26/2019,0.526,FALSE,0.043,FALSE,many tiny Gemma gemma,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
97,GEWA_Hx25_01,8/26/2019,0.511,FALSE,0.057,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
98,GEWA_Hx26_06,8/26/2019,1.281,FALSE,0.093,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
99,GEWA_Hx27_06,8/26/2019,2.797,FALSE,0.244,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
100,GEWA_Hx28_06,8/26/2019,0.640,FALSE,0.064,FALSE,eelgrass + ruppia present,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
101,GEWA_Hx29_06,8/26/2019,1.706,FALSE,0.140,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
102,GEWA_Hx30_06,8/26/2019,0.520,FALSE,0.025,FALSE,"mostly gravel, mouth/inlet of Pope's Creek",EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",6/17/2020,20100701114106-301948010.921478-NCBN
416,GATE_Hx19_11,8/21/2020,4.796,FALSE,0.542,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
417,GATE_Hx25_08,8/21/2020,5.013,FALSE,0.555,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
418,GATE_Hx26_10,8/21/2020,5.414,FALSE,0.568,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
419,GATE_Hx30_18,8/21/2020,11.178,FALSE,0.807,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
420,GATE_Hx24_T_(oldTa),8/21/2020,5.569,FALSE,0.678,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
421,GATE_Hx29_T_(old29),8/21/2020,5.741,FALSE,0.667,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
422,GATE_Hx23_08,8/21/2020,4.166,FALSE,0.321,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
423,GATE_Hx28_14,8/21/2020,0.297,FALSE,0.016,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
424,GATE_Hx22_08,8/21/2020,4.112,FALSE,0.508,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
425,GATE_Hx27_10,8/21/2020,10.280,FALSE,0.703,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
426,GATE_Hx21_13,8/21/2020,7.395,FALSE,0.723,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
427,GATE_Hx20_12,8/21/2020,8.024,FALSE,0.610,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
428,GATE_Hx14_15,8/21/2020,5.596,FALSE,0.644,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
429,GATE_Hx11_10,8/21/2020,0.553,FALSE,0.051,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
430,GATE_Hx15_08,8/21/2020,2.337,FALSE,0.522,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
431,GATE_Hx16_T_(old16),8/21/2020,0.260,FALSE,,TRUE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
432,GATE_Hx09_12,8/21/2020,3.438,FALSE,0.512,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
434,GATE_Hx06_11,8/21/2020,0.204,FALSE,,TRUE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
435,GATE_Hx05_T_(old05),8/21/2020,,TRUE,,TRUE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
436,GATE_Hx08_11,8/21/2020,3.340,FALSE,0.373,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
437,GATE_Hx02_13,8/21/2020,,TRUE,,TRUE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
438,GATE_Hx04_10,8/21/2020,,TRUE,,TRUE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
439,GATE_Hx03_11,8/21/2020,0.346,FALSE,0.032,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
440,GATE_Hx01_T_(old03),8/21/2020,,TRUE,,TRUE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
442,GATE_Hx13_12,8/21/2020,7.909,FALSE,0.689,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
443,GATE_Hx12_10,8/21/2020,0.408,FALSE,0.047,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
444,GATE_Hx17_12,8/21/2020,0.268,FALSE,,TRUE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
445,GATE_Hx18_08,8/21/2020,0.652,FALSE,0.053,FALSE,,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
446,ASIS_Hx01_09,9/22/2020,1.873,FALSE,0.189,FALSE,muddy; temperature = 14.98 °C; salinity = 30.02 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
447,ASIS_Hx02_10,9/22/2020,0.482,FALSE,0.035,FALSE,sandy; temperature = 15.87 °C; salinity = 30.45 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
448,ASIS_Hx03_08,9/22/2020,,TRUE,0.032,FALSE,sandy; temperature = 17.65 °C; salinity = 30.69 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
449,ASIS_Hx04_08,9/22/2020,1.816,FALSE,0.178,FALSE,muddy; temperature = 16.38 °C; salinity = 30.56 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
450,ASIS_Hx05_08,9/22/2020,1.364,FALSE,0.135,FALSE,small zostera plants; temperature = 16.68 °C; salinity = 30.8 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
451,ASIS_Hx06_T_(old07),9/22/2020,0.246,FALSE,0.028,FALSE,temperature = 18.39 °C; salinity = 30.6 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
452,ASIS_Hx07_14,9/22/2020,0.320,FALSE,0.026,FALSE,Zostera plants; temperature = 16.87 °C; salinity = 30.76 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
453,ASIS_Hx08_09,9/22/2020,1.014,FALSE,0.104,FALSE,temperature = 17.05 °C; salinity = 30.53 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
454,ASIS_Hx09_09,9/22/2020,1.406,FALSE,0.148,FALSE,temperature = 16.04 °C; salinity = 30.11 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
455,ASIS_Hx10_07,9/22/2020,1.290,FALSE,0.129,FALSE,temperature = 16.44 °C; salinity = 30.73 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
456,ASIS_Hx11_08,9/22/2020,0.706,FALSE,0.078,FALSE,small Zostera plants; temperature = 16.65 °C; salinity = 30.58 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
457,ASIS_Hx12_09,9/22/2020,0.462,FALSE,0.046,FALSE,temperature = 16.87 °C; salinity = 30.54 ppt,EPA/600/R-92/121  Method 440.0 Determination of Carbon and Nitrogen in Sediments and Particulates of Estuarine/Coastal Waters Using Elemental Analysis,"Virginia Institute of Marine Science, Analytical Service Center",11/2/2021,20100701114106-301948010.921478-NCBN
